PeakID (cmd=annotatePeaks.pl PLACseq_anchor2.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
311	chr18	63650001	63700000	+	0	NA	intron (NM_016792, intron 5 of 7)	RMER17C2|LTR|ERVK	17359	NM_016792	53382	Mm.19169	NM_016792	ENSMUSG00000024583	Txnl1	32kDa|TRP32|Txnl	thioredoxin-like 1	protein-coding
1259	chr3	113300001	113350000	+	0	NA	promoter-TSS (NM_001160151)	promoter-TSS (NM_001160151)	-948	NM_001160150	100043684	Mm.275426	NM_001160150	ENSMUSG00000096770	Amy2a4	Amy2|Amy2a|PA|mAmy2-3	amylase 2a4	protein-coding
770	chrX	101650001	101700000	+	0	NA	intron (NM_139144, intron 18 of 21)	intron (NM_139144, intron 18 of 21)	34782	NM_001290535	108155	Mm.487332	NM_139144	ENSMUSG00000034160	Ogt	1110038P24Rik|4831420N21Rik|AI115525|Ogtl	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	protein-coding
229	chr1	152300001	152350000	+	0	NA	Intergenic	Intergenic	61682	NM_025677	66637	Mm.379120	NM_025677	ENSMUSG00000014980	Tsen15	5730449L18Rik|AL023077|Sen15	tRNA splicing endonuclease subunit 15	protein-coding
1876	chr5	108100001	108150000	+	0	NA	intron (NM_001361467, intron 2 of 2)	intron (NM_001361467, intron 2 of 2)	7620	NM_001361466	73130	Mm.363960	NM_028876	ENSMUSG00000063406	Tmed5	3110020O18Rik|4432412D15Rik|p24gamma2	transmembrane p24 trafficking protein 5	protein-coding
1550	chr6	99450001	99500000	+	0	NA	intron (NM_001347345, intron 1 of 19)	B4A|SINE|B4	-39655	NM_053202	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
1621	chr7	17550001	17600000	+	0	NA	Intergenic	MMERGLN-int|LTR|ERV1	-97313	NR_002857	232919	Mm.153893	NR_002857	ENSMUSG00000108558	Psg-ps1	AV036018|Cea-6|Cea6	pregnancy specific glycoprotein, pseudogene 1	pseudo
1689	chr7	106800001	106850000	+	0	NA	intron (NM_146597, intron 1 of 1)	intron (NM_146597, intron 1 of 1)	1743	NM_146597	258590	Mm.223116	NM_146597	ENSMUSG00000056863	Olfr702	MOR260-4	olfactory receptor 702	protein-coding
231	chr1	153350001	153400000	+	0	NA	Intergenic	Intergenic	39233	NR_033736	626058	Mm.31556	NM_001177359		E330020D12Rik	EG626058|F430003O07Rik|Gm6648	Riken cDNA E330020D12 gene	ncRNA
291	chr18	34600001	34650000	+	0	NA	promoter-TSS (NM_030147)	promoter-TSS (NM_030147)	-33	NM_001166406	19348	Mm.258846	NM_009004	ENSMUSG00000003779	Kif20a	AA415432|Rab6kifl	kinesin family member 20A	protein-coding
432	chr16	25050001	25100000	+	0	NA	Intergenic	ID4_|SINE|ID	15361	NR_040374	319487	Mm.137341	NR_040374	ENSMUSG00000096960	A230028O05Rik	-	RIKEN cDNA A230028O05 gene	ncRNA
1368	chr10	7750001	7800000	+	0	NA	intron (NM_145418, intron 4 of 7)	ORR1D1|LTR|ERVL-MaLR	5917	NM_145418	215751	Mm.471825	NM_145418	ENSMUSG00000040006	Ginm1	AA589616	glycoprotein integral membrane 1	protein-coding
1377	chr10	14350001	14400000	+	0	NA	Intergenic	(GGAA)n|Simple_repeat|Simple_repeat	170036	NM_001002268	215798	Mm.440142	NM_001002268	ENSMUSG00000039116	Adgrg6	1190004A11Rik|AI449247|AW045736|DREG|Gm222|Gpr126	adhesion G protein-coupled receptor G6	protein-coding
312	chr18	62950001	63000000	+	0	NA	Intergenic	Intergenic	-2916	NM_028017	108123	Mm.292687	NM_028017	ENSMUSG00000024581	Napg	2400003O04Rik|SNARE	N-ethylmaleimide sensitive fusion protein attachment protein gamma	protein-coding
1226	chr3	85550001	85600000	+	0	NA	intron (NM_144896, intron 1 of 12)	intron (NM_144896, intron 1 of 12)	871	NM_144896	229487	Mm.52275	NM_144896	ENSMUSG00000028085	Gatb	9430026F02Rik|Pet112|Pet112l	glutamyl-tRNA(Gln) amidotransferase, subunit B	protein-coding
383	chr15	66850001	66900000	+	0	NA	Intergenic	Intergenic	-16369	NR_157336	22402	Mm.10222	NM_018865	ENSMUSG00000005124	Ccn4	AW146261|Elm1|Wisp1	cellular communication network factor 4	protein-coding
181	chr1	80500001	80550000	+	0	NA	intron (NM_175291, intron 48 of 55)	RMER4B|LTR|ERVK	79068	NR_040460	72208	Mm.396181	NR_040460	ENSMUSG00000101483	1700016L21Rik	CD11c-DTR|DCKO|DTR-GFP|DTR-GRP|Jr3|Tg(Itgax-DTR/EGFP)57Lan	RIKEN cDNA 1700016L21 gene	ncRNA
1774	chr4	109700001	109750000	+	0	NA	intron (NM_007983, intron 3 of 18)	Lx3B|LINE|L1	48373	NM_007983	14084	Mm.318259	NM_007983	ENSMUSG00000010517	Faf1	AA408698|Dffrx|Fam	Fas-associated factor 1	protein-coding
1672	chr7	81000001	81050000	+	0	NA	exon (NM_178707, exon 3 of 10)	exon (NM_178707, exon 3 of 10)	31316	NM_178707	233410	Mm.29525	NM_178707	ENSMUSG00000005621	Zfp592	A730014M16Rik|Znf592	zinc finger protein 592	protein-coding
55	chr17	17600001	17650000	+	0	NA	promoter-TSS (NM_172827)	promoter-TSS (NM_172827)	-511	NM_172827	240028	Mm.328807	NM_172827	ENSMUSG00000023845	Lnpep	2010309L07Rik|4732490P18Rik|CAP|IRAP|PLAP|gp160|vp165	leucyl/cystinyl aminopeptidase	protein-coding
919	chr9	42900001	42950000	+	0	NA	intron (NM_175481, intron 1 of 20)	L2b|LINE|L2	19371	NM_175481	110637	Mm.370291	NM_175481	ENSMUSG00000032017	Grik4	6330551K01Rik|GluK4|GluRgamma1|KA-1|KA1	glutamate receptor, ionotropic, kainate 4	protein-coding
1346	chr8	108900001	108950000	+	0	NA	intron (NM_007496, intron 5 of 9)	intron (NM_007496, intron 5 of 9)	-11860	NR_037295	100526511		NR_037295	ENSMUSG00000093241	Mir3108	mir-3108|mmu-mir-3108	microRNA 3108	ncRNA
668	chr2	115550001	115600000	+	0	NA	Intergenic	Intergenic	-6716	NM_001145898	399568	Mm.134929	NM_207264	ENSMUSG00000040282	BC052040	-	cDNA sequence BC052040	protein-coding
1818	chr5	15600001	15650000	+	0	NA	Intergenic	L1_Mus4|LINE|L1	5901	NM_025759	360220	Mm.425235	NM_025759	ENSMUSG00000070933	Speer4d	4933431D05Rik|SPEER-4D	spermatogenesis associated glutamate (E)-rich protein 4D	protein-coding
758	chrX	71600001	71650000	+	0	NA	Intergenic	Intergenic	-38667	NM_010340	14765	Mm.33336	NM_010340	ENSMUSG00000056380	Gpr50	H9	G-protein-coupled receptor 50	protein-coding
1555	chr6	108700001	108750000	+	0	NA	Intergenic	B1_Mur4|SINE|Alu	-58059	NM_026011	67166	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding
1789	chr4	130900001	130950000	+	0	NA	intron (NM_010686, intron 1 of 7)	intron (NM_010686, intron 1 of 7)	11684	NM_010686	16792	Mm.271868	NM_010686	ENSMUSG00000028581	Laptm5	E3|Stra13	lysosomal-associated protein transmembrane 5	protein-coding
46	chr17	5700001	5750000	+	0	NA	intron (NM_146073, intron 5 of 8)	intron (NM_146073, intron 5 of 8)	-73657	NR_045081	78512	Mm.23696	NR_045079	ENSMUSG00000096965	3300005D01Rik	-	RIKEN cDNA 3300005D01 gene	ncRNA
274	chr18	6100001	6150000	+	0	NA	intron (NM_001039692, intron 1 of 18)	B3|SINE|B2	11098	NM_029277	75415	Mm.239675	NM_029277	ENSMUSG00000041225	Arhgap12	2810011M08Rik	Rho GTPase activating protein 12	protein-coding
897	chr9	14350001	14400000	+	0	NA	intron (NM_028013, intron 1 of 1)	intron (NM_028013, intron 1 of 1)	6242	NM_028013	71946	Mm.41423	NM_028013	ENSMUSG00000037419	Endod1	2210414F18Rik|2310067E08Rik|C85344	endonuclease domain containing 1	protein-coding
1519	chr6	67650001	67700000	+	0	NA	Intergenic	L2|LINE|L2	-109301	NR_003100	75070	Mm.463364	NR_003100		4930515G16Rik	-	myc induced nuclear antigen pseudogene	pseudo
1053	chr13	61200001	61250000	+	0	NA	Intergenic	L1Md_F|LINE|L1	-21608	NM_021445	58518	Mm.143794	NM_021445	ENSMUSG00000021441	Cts6	1600022N02Rik	cathepsin 6	protein-coding
408	chr15	103900001	103950000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	-25688	NM_009267	20770	Mm.1280	NM_009267	ENSMUSG00000036925	Mucl2	Spt-1|Spt1	mucin-like 2	protein-coding
1652	chr7	49750001	49800000	+	0	NA	Intergenic	ID_B1|SINE|B4	-3358	NM_133740	71974	Mm.33202	NM_133740	ENSMUSG00000030505	Prmt3	2010005E20Rik|2410018A17Rik|AL033309|Hrmt1l3	protein arginine N-methyltransferase 3	protein-coding
1355	chr8	121500001	121550000	+	0	NA	Intergenic	Intergenic	16954	NM_001357259	76405	Mm.165697	NM_029597	ENSMUSG00000031809	1700018B08Rik	1700084O22Rik	RIKEN cDNA 1700018B08 gene	protein-coding
1177	chr3	3200001	3250000	+	0	NA	Intergenic	RLTR21|LTR|ERVK	-283030	NM_013920	30942	Mm.330897	NM_013920	ENSMUSG00000017688	Hnf4g	NR2A2	hepatocyte nuclear factor 4, gamma	protein-coding
1442	chr10	88300001	88350000	+	0	NA	intron (NM_027878, intron 6 of 6)	intron (NM_027878, intron 6 of 6)	32075	NM_027878	71712	Mm.35450	NM_027878	ENSMUSG00000020057	Dram1	1200002N14Rik|Dram	DNA-damage regulated autophagy modulator 1	protein-coding
993	chr9	120900001	120950000	+	0	NA	intron (NR_040753, intron 2 of 2)	intron (NR_040753, intron 2 of 2)	5802	NR_040753	78060	Mm.463884	NR_040753	ENSMUSG00000086365	4930593C16Rik	-	RIKEN cDNA 4930593C16 gene	ncRNA
605	chr2	26900001	26950000	+	0	NA	intron (NM_011512, intron 3 of 5)	intron (NM_011512, intron 3 of 5)	-8470	NR_073420	20930	Mm.347512	NM_013677	ENSMUSG00000015790	Surf1	0610010F23Rik|Surf-1	surfeit gene 1	protein-coding
1647	chr7	41600001	41650000	+	0	NA	Intergenic	Intergenic	-8531	NM_001360675	67607	Mm.384626	NM_023363	ENSMUSG00000074165	Zfp788	2810426N06Rik|AI256342|AI605193	zinc finger protein 788	protein-coding
898	chr9	15300001	15350000	+	0	NA	intron (NM_176976, intron 20 of 26)	ORR1A2|LTR|ERVL-MaLR	1330	NR_028568	100216535		NR_028568		Scarna9	Z32	small Cajal body-specific RNA 9	ncRNA
1357	chr8	124350001	124400000	+	0	NA	intron (NM_171824, intron 4 of 6)	intron (NM_171824, intron 4 of 6)	58936	NM_171824	209966	Mm.234233	NM_171824	ENSMUSG00000050751	Pgbd5	2900019M05Rik|AI854313	piggyBac transposable element derived 5	protein-coding
1540	chr6	90750001	90800000	+	0	NA	intron (NM_001356440, intron 1 of 13)	intron (NM_001356440, intron 1 of 13)	35123	NM_001134384	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
1548	chr6	99600001	99650000	+	0	NA	TTS (NM_025829)	TTS (NM_025829)	41771	NM_025829	66892	Mm.32889	NM_025829	ENSMUSG00000093661	Eif4e3	1300018P11Rik|AI451927|eIF4E-3	eukaryotic translation initiation factor 4E member 3	protein-coding
216	chr1	135100001	135150000	+	0	NA	intron (NR_153383, intron 9 of 36)	intron (NR_153383, intron 9 of 36)	7575	NR_153383	13924	Mm.4450	NM_007955		Ptprv	Esp|OST|OST-PTP	protein tyrosine phosphatase, receptor type, V	protein-coding
629	chr2	57750001	57800000	+	0	NA	Intergenic	Intergenic	-223155	NM_172855	241391	Mm.484118	NM_172855	ENSMUSG00000026828	Galnt5	4832424J23	polypeptide N-acetylgalactosaminyltransferase 5	protein-coding
1096	chr13	112950001	113000000	+	0	NA	Intergenic	RLTR12BD_Mm|LTR|ERVK	-12802	NM_001081062	218630	Mm.25457	NM_001081062	ENSMUSG00000042417	Ccno	C86987|Ccnu|E130318K11|UDG2|Ung2	cyclin O	protein-coding
87	chr17	51650001	51700000	+	0	NA	Intergenic	(CACCC)n|Simple_repeat|Simple_repeat	137054	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding
1745	chr4	45750001	45800000	+	0	NA	Intergenic	Intergenic	-10777	NR_046068	100040567	Mm.490816	NR_046068	ENSMUSG00000085876	Gm12409	-	predicted gene 12409	ncRNA
873	chr11	105900001	105950000	+	0	NA	3' UTR (NM_181071, exon 26 of 26)	3' UTR (NM_181071, exon 26 of 26)	19487	NM_001356374	13056	Mm.149403	NM_007805	ENSMUSG00000019590	Cyb561	-	cytochrome b-561	protein-coding
1660	chr7	67600001	67650000	+	0	NA	intron (NR_028144, intron 2 of 8)	intron (NR_028144, intron 2 of 8)	20236	NR_028143	67867	Mm.31247	NM_027413	ENSMUSG00000030556	Lrrc28	1300004K21Rik|2210012C09Rik|2310058O11Rik	leucine rich repeat containing 28	protein-coding
1737	chr4	35200001	35250000	+	0	NA	intron (NM_001081343, intron 1 of 10)	intron (NM_001081343, intron 1 of 10)	836	NM_028466	73205	Mm.331544	NM_028466	ENSMUSG00000028300	C9orf72	3110043O21Rik|AI840585	C9orf72, member of C9orf72-SMCR8 complex	protein-coding
1322	chr8	71300001	71350000	+	0	NA	intron (NM_015742, intron 7 of 39)	intron (NM_015742, intron 7 of 39)	-41848	NM_001145780	67023	Mm.41890	NM_025917	ENSMUSG00000002395	Use1	2010315L10Rik|5730403H22Rik|AV002165|D12|Ed2|Q-snare|p31	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	protein-coding
1727	chr4	10800001	10850000	+	0	NA	Intergenic	Lx9|LINE|L1	20630	NR_037304	100499521		NR_037304	ENSMUSG00000092880	Mir3471-1	mmu-mir-3471-1	microRNA 3471-1	ncRNA
1558	chr6	113300001	113350000	+	0	NA	TTS (NM_001282128)	TTS (NM_001282128)	-1976	NR_149720	18294	Mm.43612	NM_010957	ENSMUSG00000030271	Ogg1	Mmh	8-oxoguanine DNA-glycosylase 1	protein-coding
1166	chr14	78450001	78500000	+	0	NA	Intergenic	L1MA6|LINE|L1	47702	NM_001346784	219181	Mm.89413	NM_001164503	ENSMUSG00000022016	Akap11	6330501D17Rik|AKAP220|Gm80|PRKA11|mKIAA0629	A kinase (PRKA) anchor protein 11	protein-coding
1730	chr4	19900001	19950000	+	0	NA	Intergenic	L1MA9|LINE|L1	-2434	NM_175406	242341	Mm.19298	NM_175406	ENSMUSG00000028238	Atp6v0d2	1620401A02Rik|AI324824|V-ATPase	ATPase, H+ transporting, lysosomal V0 subunit D2	protein-coding
90	chr17	53350001	53400000	+	0	NA	Intergenic	B2_Mm2|SINE|B2	88321	NM_172497	211482	Mm.60887	NM_172497	ENSMUSG00000023931	Efhb	4921525D22Rik	EF hand domain family, member B	protein-coding
115	chr17	87550001	87600000	+	0	NA	Intergenic	ORR1C1-int|LTR|ERVL-MaLR	-60979	NM_008532	17075	Mm.4259	NM_008532	ENSMUSG00000045394	Epcam	CD326|EGP|EGP-2|Egp314|Ep-CAM|EpCAM1|GA733-2|Ly74|TROP1|Tacsd1|Tacstd1|gp40	epithelial cell adhesion molecule	protein-coding
683	chr2	150100001	150150000	+	0	NA	intron (NM_181266, intron 1 of 3)	L1_Mus3|LINE|L1	11678	NM_023266	104348	Mm.485851	NM_023266	ENSMUSG00000068134	Zfp120	AI315103|E030042N05Rik|F80|MZF31|Zfp844	zinc finger protein 120	protein-coding
377	chr15	63050001	63100000	+	0	NA	Intergenic	L1Md_A|LINE|L1	404608	NR_045279	432958	Mm.255105	NR_045279	ENSMUSG00000115520	Gm20740	-	predicted gene, 20740	ncRNA
1765	chr4	95950001	96000000	+	0	NA	intron (NM_030014, intron 2 of 21)	intron (NM_030014, intron 2 of 21)	-7345	NR_045776	319247	Mm.473527	NM_175680	ENSMUSG00000044125	9530080O11Rik	-	RIKEN cDNA 9530080O11 gene	ncRNA
1304	chr8	27100001	27150000	+	0	NA	intron (NM_025686, intron 3 of 3)	PB1D10|SINE|Alu	3632	NM_025686	66653	Mm.334467	NM_025686	ENSMUSG00000031487	Brf2	2700059M06Rik|5730512K07Rik|AU018504|AU022602|BRFU|TFIIIB50	BRF2, RNA polymerase III transcription initiation factor 50kDa subunit	protein-coding
1834	chr5	37100001	37150000	+	0	NA	exon (NM_178394, exon 13 of 13)	exon (NM_178394, exon 13 of 13)	-28129	NM_001370827	381634	Mm.332338	NM_001370827	ENSMUSG00000117286	Gm1043	-	predicted gene 1043	protein-coding
1894	chr5	120050001	120100000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-41513	NM_028762	74111	Mm.41022	NM_028762	ENSMUSG00000029594	Rbm19	1200009A02Rik|AV302714|NPO	RNA binding motif protein 19	protein-coding
1636	chr7	27950001	28000000	+	0	NA	intron (NM_001081021, intron 2 of 5)	intron (NM_001081021, intron 2 of 5)	4157	NM_001081021	338354	Mm.389873	NM_001081021	ENSMUSG00000063047	Zfp780b	B230208L21Rik	zinc finger protein 780B	protein-coding
709	chr2	167900001	167950000	+	0	NA	Intergenic	Intergenic	-7327	NM_011201	19246	Mm.277916	NM_011201	ENSMUSG00000027540	Ptpn1	PTP-1B|PTP-HA2|PTP1B	protein tyrosine phosphatase, non-receptor type 1	protein-coding
595	chr2	17800001	17850000	+	0	NA	Intergenic	B1_Mur3|SINE|Alu	-93866	NR_156123	74103	Mm.120298	NM_028757	ENSMUSG00000053702	Nebl	1200007O21Rik|A630080F05Rik|BB140644|D830029A09Rik|Lnebl	nebulette	protein-coding
1857	chr5	75150001	75200000	+	0	NA	exon (NM_011058, exon 9 of 23)	exon (NM_011058, exon 9 of 23)	-1831	NR_105992	102465620		NR_105992	ENSMUSG00000099060	Mir7025	Gm27860|mmu-mir-7025	microRNA 7025	ncRNA
591	chr2	13250001	13300000	+	0	NA	Intergenic	Intergenic	-3585	NM_009105	20163	Mm.905	NM_009105	ENSMUSG00000026727	Rsu1	RsuI|rsp-1	Ras suppressor protein 1	protein-coding
268	chr1	191550001	191600000	+	0	NA	promoter-TSS (NM_001306204)	promoter-TSS (NM_001306204)	544	NM_029766	76843	Mm.189102	NM_029766	ENSMUSG00000037474	Dtl	2810047L02Rik|5730564G15Rik|L2dtl|Ramp	denticleless E3 ubiquitin protein ligase	protein-coding
1758	chr4	72150001	72200000	+	0	NA	intron (NM_001285532, intron 4 of 6)	Lx7|LINE|L1	25893	NM_001285530	21885	Mm.278444	NM_011599	ENSMUSG00000008305	Tle1	C230057C06Rik|Estm14|Grg-1|Grg1|Tle4l	transducin-like enhancer of split 1	protein-coding
314	chr18	65450001	65500000	+	0	NA	intron (NM_001365019, intron 15 of 16)	intron (NM_001365019, intron 15 of 16)	44010	NM_172833	240354	Mm.132613	NM_172833	ENSMUSG00000032688	Malt1	A630046N12|D430033E09Rik|Pcasp1	MALT1 paracaspase	protein-coding
1684	chr7	101200001	101250000	+	0	NA	intron (NM_001146010, intron 8 of 19)	L1_Mur2|LINE|L1	77088	NM_001111111	73683	Mm.275744	NM_001111111	ENSMUSG00000047767	Atg16l2	2410118P20Rik	autophagy related 16-like 2 (S. cerevisiae)	protein-coding
1494	chr6	42350001	42400000	+	0	NA	intron (NR_045169, intron 2 of 3)	intron (NR_045169, intron 2 of 3)	-1732	NM_023580	13835	Mm.133330	NM_023580	ENSMUSG00000029859	Epha1	5730453L17Rik|AL033318|Eph|Esk	Eph receptor A1	protein-coding
755	chrX	60450001	60500000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	-18805	NM_001039240	631784	Mm.424878	NM_001039240	ENSMUSG00000079583	Gm7073	-	predicted gene 7073	protein-coding
1523	chr6	70850001	70900000	+	0	NA	intron (NM_010121, intron 2 of 16)	intron (NM_010121, intron 2 of 16)	30485	NM_010121	13666	Mm.247167	NM_010121	ENSMUSG00000031668	Eif2ak3	Pek|Perk	eukaryotic translation initiation factor 2 alpha kinase 3	protein-coding
823	chr11	49850001	49900000	+	0	NA	intron (NM_207692, intron 7 of 11)	intron (NM_207692, intron 7 of 11)	-26835	NM_029004	74563	Mm.258798	NM_029004	ENSMUSG00000020374	Rasgef1c	9130006A14Rik	RasGEF domain family, member 1C	protein-coding
72	chr17	35400001	35450000	+	0	NA	intron (NM_207648, intron 1 of 6)	CpG	150	NM_001368742	110557	Mm.439827	NM_207648	ENSMUSG00000073409	H2-Q6	0610037M15Rik|H-2Q6|Qa-6|Qa6	histocompatibility 2, Q region locus 6	protein-coding
1625	chr7	21550001	21600000	+	0	NA	Intergenic	B1_Mm|SINE|Alu	-28910	NM_001166746	667292	Mm.480254	NM_001166746	ENSMUSG00000095768	Vmn1r111	EG667292|Gm8559	vomeronasal 1 receptor 111	protein-coding
1081	chr13	100000001	100050000	+	0	NA	intron (NM_001081061, intron 37 of 38)	intron (NM_001081061, intron 37 of 38)	-9361	NM_030026	78038	Mm.137327	NM_030026	ENSMUSG00000021646	Mccc2	4930552N12Rik|MCCB	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	protein-coding
50	chr17	13350001	13400000	+	0	NA	intron (NM_001167578, intron 11 of 11)	B3|SINE|B2	20428	NM_001167578	100041352	Mm.432087	NM_001167578	ENSMUSG00000052469	Tcp10c	D17Leh66C|D17Leh66ca|Gm9880|T66C-a|Tcp-10c	t-complex protein 10c	protein-coding
1790	chr4	133300001	133350000	+	0	NA	intron (NM_199306, intron 1 of 15)	B3A|SINE|B2	14315	NM_199306	230796	Mm.226576	NM_199306	ENSMUSG00000037622	Wdtc1	Gm695|adipose|adp	WD and tetratricopeptide repeats 1	protein-coding
1760	chr4	88750001	88800000	+	0	NA	TTS (NM_001243165)	TTS (NM_001243165)	1006	NM_001161609	545654	Mm.478784	NM_001161609	ENSMUSG00000095101	Gm13285	limitin	predicted gene 13285	protein-coding
518	chr12	33250001	33300000	+	0	NA	Intergenic	Intergenic	-27515	NM_001033436	380753	Mm.41540	NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding
153	chr1	54300001	54350000	+	0	NA	intron (NM_030025, intron 15 of 27)	MMVL30-int|LTR|ERV1	74317	NM_030025	78016	Mm.67455	NM_030025	ENSMUSG00000025983	Ccdc150	4930511H11Rik	coiled-coil domain containing 150	protein-coding
1791	chr4	133800001	133850000	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	49731	NM_001285506	20111	Mm.301827	NM_009097	ENSMUSG00000003644	Rps6ka1	Mapkapk-1a|Rsk|Rsk-1|Rsk1|S6K-alpha-1|p90-Rsk1|p90Rsk1|p90S6K|p90rsk	ribosomal protein S6 kinase polypeptide 1	protein-coding
915	chr9	37600001	37650000	+	0	NA	intron (NM_011734, intron 3 of 9)	intron (NM_011734, intron 3 of 9)	11179	NM_011734	22619	Mm.196345	NM_011734	ENSMUSG00000001942	Siae	LSE|Ysg2	sialic acid acetylesterase	protein-coding
1623	chr7	19850001	19900000	+	0	NA	TTS (NM_177036)	TTS (NM_177036)	12965	NM_177036	319930	Mm.215839	NM_177036	ENSMUSG00000049848	Ceacam19	C130022P09Rik|CEAL1	carcinoembryonic antigen-related cell adhesion molecule 19	protein-coding
710	chr2	168600001	168650000	+	0	NA	Intergenic	Intergenic	15759	NR_105971	102466784		NR_105971	ENSMUSG00000105496	Mir7004	mmu-mir-7004	microRNA 7004	ncRNA
1360	chr8	128350001	128400000	+	0	NA	intron (NM_001358959, intron 2 of 16)	intron (NM_001358959, intron 2 of 16)	15759	NR_035436	100316680		NR_035436	ENSMUSG00000084523	Mir1903	Mirn1903|mmu-mir-1903	microRNA 1903	ncRNA
234	chr1	155200001	155250000	+	0	NA	exon (NM_001370865, exon 5 of 10)	exon (NM_001370865, exon 5 of 10)	19532	NM_001370865	207792	Mm.29270	NM_001370865	ENSMUSG00000033722	BC034090	6820428L09|mKIAA1614	cDNA sequence BC034090	protein-coding
1249	chr3	103700001	103750000	+	0	NA	Intergenic	Lx4A|LINE|L1	13001	NM_133859	99543	Mm.211535	NM_133859	ENSMUSG00000027848	Olfml3	2810002E22Rik|AI115209|AW550633|HNOEL-iso|ONT3|mONT3	olfactomedin-like 3	protein-coding
1906	chr5	137250001	137300000	+	0	NA	Intergenic	Intergenic	-13254	NM_001290010	11423	Mm.255464	NM_009599	ENSMUSG00000023328	Ache	-	acetylcholinesterase	protein-coding
1543	chr6	91700001	91750000	+	0	NA	intron (NM_009320, intron 4 of 14)	intron (NM_009320, intron 4 of 14)	40933	NM_009320	21366	Mm.395650	NM_009320	ENSMUSG00000030096	Slc6a6	AA589629|C80501|Taut	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	protein-coding
744	chrX	34450001	34500000	+	0	NA	Intergenic	Intergenic	-313416	NM_001085551	668958	Mm.443264	NM_001085551	ENSMUSG00000094558	Btbd35f11	Gm14346	BTB domain containing 35, family member 11	protein-coding
1158	chr14	73050001	73100000	+	0	NA	Intergenic	(TC)n|Simple_repeat|Simple_repeat	-25886	NM_001162412	70086	Mm.158324	NM_133720	ENSMUSG00000033470	Cysltr2	2300001H05Rik|CYSLT2R|Cltr2|Cyslt2	cysteinyl leukotriene receptor 2	protein-coding
62	chr17	25250001	25300000	+	0	NA	promoter-TSS (NM_011665)	promoter-TSS (NM_011665)	-690	NM_011665	22196	Mm.240044	NM_011665	ENSMUSG00000015120	Ube2i	5830467E05Rik|UBC9|Ubce2i|Ubce9	ubiquitin-conjugating enzyme E2I	protein-coding
132	chr1	37200001	37250000	+	0	NA	intron (NM_001282010, intron 2 of 7)	intron (NM_001282010, intron 2 of 7)	5795	NM_009918	12790	Mm.214224	NM_009918	ENSMUSG00000026114	Cnga3	CNG3	cyclic nucleotide gated channel alpha 3	protein-coding
1066	chr13	81350001	81400000	+	0	NA	intron (NM_054053, intron 82 of 89)	PB1D10|SINE|Alu	258144	NM_054053	110789	Mm.288694	NM_054053	ENSMUSG00000069170	Adgrv1	Frings|Gpr98|Mass1|Mgr1|VLGR1	adhesion G protein-coupled receptor V1	protein-coding
1171	chr14	120400001	120450000	+	0	NA	intron (NM_207515, intron 7 of 7)	intron (NM_207515, intron 7 of 7)	-53461	NM_029519	76108	Mm.261448	NM_029519	ENSMUSG00000051615	Rap2a	5830461H18Rik	RAS related protein 2a	protein-coding
1278	chr3	139050001	139100000	+	0	NA	intron (NM_001356388, intron 1 of 13)	CpG	201	NM_001040690	229877	Mm.28893	NM_145544	ENSMUSG00000028149	Rap1gds1	BC011279|GDS1	RAP1, GTP-GDP dissociation stimulator 1	protein-coding
1136	chr14	49100001	49150000	+	0	NA	Intergenic	Intergenic	-47246	NM_027492	70646	Mm.275688	NM_027492	ENSMUSG00000036282	Naa30	4930487N19Rik|5730533P17Rik|AI447922|AW322455|Nat12	N(alpha)-acetyltransferase 30, NatC catalytic subunit	protein-coding
1495	chr6	47750001	47800000	+	0	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	-22075	NR_002841	19799		NR_002841		Rn4.5s	-	4.5S RNA	rRNA
