PeakID (cmd=annotatePeaks.pl PLACseq_anchor1.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
384	chr15	67150001	67200000	+	0	NA	intron (NM_009177, intron 1 of 8)	intron (NM_009177, intron 1 of 8)	1882	NM_009177	20442	Mm.248334	NM_009177	ENSMUSG00000013846	St3gal1	5330418N22Rik|AI467004|ST3GalI|Siat4|Siat4a|St3gal-1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein-coding
274	chr18	4300001	4350000	+	0	NA	Intergenic	Intergenic	27953	NR_157375	26410	Mm.3275	NM_007746	ENSMUSG00000024235	Map3k8	Cot|Cot/Tpl2|Est|Estf|Tpl-2|Tpl2|c-COT	mitogen-activated protein kinase kinase kinase 8	protein-coding
1629	chr7	21550001	21600000	+	0	NA	Intergenic	B1_Mm|SINE|Alu	-28910	NM_001166839	100043016	Mm.484991	NM_001166839	ENSMUSG00000093941	Vmn1r131	Gm4172	vomeronasal 1 receptor 131	protein-coding
479	chr16	85800001	85850000	+	0	NA	intron (NR_040506, intron 1 of 3)	L1_Mur3|LINE|L1	5789	NR_040506	75310	Mm.108627	NR_040506	ENSMUSG00000116586	4930556C24Rik	-	RIKEN cDNA 4930556C24 gene	ncRNA
1376	chr10	13050001	13100000	+	0	NA	Intergenic	Intergenic	-15832	NM_001364643	22634	Mm.287857	NM_009538	ENSMUSG00000019817	Plagl1	2610311E24Rik|Lot1|Zac1	pleiomorphic adenoma gene-like 1	protein-coding
1882	chr5	112250001	112300000	+	0	NA	Intergenic	Intergenic	-1745	NM_009419	22022	Mm.250631	NM_009419	ENSMUSG00000029344	Tpst2	AI448750|D5Ucla3|Tango13b|grm|grt	protein-tyrosine sulfotransferase 2	protein-coding
740	chrX	31150001	31200000	+	0	NA	Intergenic	Intergenic	-161369	NM_001085552	668960		NM_001085552	ENSMUSG00000095716	Btbd35f10	Gm14351	BTB domain containing 35, family member 10	protein-coding
1541	chr6	91050001	91100000	+	0	NA	intron (NM_018815, intron 8 of 39)	L2c|LINE|L2	41826	NM_018815	54563	Mm.28162	NM_018815	ENSMUSG00000030091	Nup210	9830001L10|AI836801|Pom210|gp190|gp210	nucleoporin 210	protein-coding
726	chrX	4050001	4100000	+	0	NA	Intergenic	RMER19B|LTR|ERVK	37326	NM_001099643	100042254		NM_001099643	ENSMUSG00000078213	Btbd35f4	Gm3750	BTB domain containing 35, family member 4	protein-coding
1335	chr8	85650001	85700000	+	0	NA	intron (NM_001357288, intron 1 of 8)	intron (NM_001357288, intron 1 of 8)	16009	NM_001081324	74513	Mm.126079	NM_001081324	ENSMUSG00000036902	Neto2	5530601C23Rik|AI854825|BTCL2	neuropilin (NRP) and tolloid (TLL)-like 2	protein-coding
539	chr12	73600001	73650000	+	0	NA	intron (NM_001313977, intron 2 of 14)	Lx9|LINE|L1	40204	NM_001313977	18755	Mm.341677	NM_008856	ENSMUSG00000021108	Prkch	Pkch	protein kinase C, eta	protein-coding
782	chrX	135100001	135150000	+	0	NA	Intergenic	L1_Mur2|LINE|L1	52614	NM_001099321	100040635	Mm.336240	NM_001099321	ENSMUSG00000079432	Gm15023	-	predicted gene 15023	protein-coding
265	chr1	189000001	189050000	+	0	NA	Intergenic	L1M3|LINE|L1	-17160	NM_172650	226823	Mm.209880	NM_172650	ENSMUSG00000026608	Kctd3	4930438A20Rik|9330185B06|E330032J19Rik|NY-REN-45	potassium channel tetramerisation domain containing 3	protein-coding
358	chr15	38000001	38050000	+	0	NA	intron (NM_001081359, intron 13 of 58)	intron (NM_001081359, intron 13 of 58)	53854	NM_001112721	70790	Mm.476840	NM_027553	ENSMUSG00000037487	Ubr5	Edd|Edd1	ubiquitin protein ligase E3 component n-recognin 5	protein-coding
841	chr11	73250001	73300000	+	0	NA	intron (NR_163834, intron 2 of 17)	intron (NR_163834, intron 2 of 17)	7480	NM_001371006								
958	chr9	83950001	84000000	+	0	NA	intron (NM_199195, intron 3 of 10)	intron (NM_199195, intron 3 of 10)	26219	NM_199195	12040	Mm.12819	NM_199195	ENSMUSG00000032263	Bckdhb	BCKDE1B|BCKDH E1-beta	branched chain ketoacid dehydrogenase E1, beta polypeptide	protein-coding
749	chrX	41800001	41850000	+	0	NA	intron (NM_001033422, intron 25 of 38)	ORR1A4|LTR|ERVL-MaLR	86901	NM_001033422	331401	Mm.259498	NM_001033422	ENSMUSG00000037475	Thoc2	6330441O12Rik|D130005M13Rik|Gm1139|Gm1793|Tho2	THO complex 2	protein-coding
1588	chr6	140750001	140800000	+	0	NA	Intergenic	Intergenic	148115	NM_001309436	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding
196	chr1	91500001	91550000	+	0	NA	intron (NM_028718, intron 13 of 14)	YREP_Mm|Unknown|Unknown	-15565	NM_001039126	65247	Mm.234152	NM_023046	ENSMUSG00000026311	Asb1	1700029O08Rik|1700054C17Rik|AI426616|AI851378|mKIAA1146	ankyrin repeat and SOCS box-containing 1	protein-coding
1100	chr13	119800001	119850000	+	0	NA	Intergenic	ORR1A1-int|LTR|ERVL-MaLR	5217	NM_001001449	380878	Mm.327311	NM_001001449	ENSMUSG00000094237	AF067063	-	cDNA sequence AF067063	protein-coding
369	chr15	58400001	58450000	+	0	NA	intron (NM_145959, intron 6 of 23)	intron (NM_145959, intron 6 of 23)	9532	NM_145959	210998	Mm.3224	NM_145959	ENSMUSG00000037119	Fam91a1	AV220772|BC033609|D15Ertd621e|SKIN|mKIAA0493	family with sequence similarity 91, member A1	protein-coding
1890	chr5	117500001	117550000	+	0	NA	intron (NM_001312914, intron 3 of 19)	URR1A|DNA|hAT-Charlie	110998	NM_001312914	333050	Mm.437947	NM_001034873	ENSMUSG00000061578	Ksr2	-	kinase suppressor of ras 2	protein-coding
69	chr17	31650001	31700000	+	0	NA	Intergenic	B2_Mm1t|SINE|B2	-2931	NM_001278569	12954	Mm.1228	NM_013501	ENSMUSG00000024041	Cryaa	Acry-1|Crya-1|Crya1|DAcry-1|lop18	crystallin, alpha A	protein-coding
288	chr18	32450001	32500000	+	0	NA	Intergenic	Intergenic	-12501	NM_001370869	102638514		NM_001370869	ENSMUSG00000109238	Gm35060	Tex51	predicted gene, 35060	protein-coding
640	chr2	68750001	68800000	+	0	NA	Intergenic	L1Md_T|LINE|L1	-86441	NM_001347161	241447	Mm.222222	NM_172856	ENSMUSG00000027035	Cers6	4732462C07Rik|AW544719|Lass6|T1L	ceramide synthase 6	protein-coding
364	chr15	53100001	53150000	+	0	NA	intron (NM_010162, intron 1 of 10)	intron (NM_010162, intron 1 of 10)	221183	NM_010162	14042	Mm.309395	NM_010162	ENSMUSG00000061731	Ext1	AA409028	exostoses (multiple) 1	protein-coding
1807	chr4	148100001	148150000	+	0	NA	intron (NM_027426, intron 1 of 6)	intron (NM_027426, intron 1 of 6)	5698	NM_027426	70433	Mm.275288	NM_027426	ENSMUSG00000029005	Draxin	2610109H07Rik|neucrin	dorsal inhibitory axon guidance protein	protein-coding
609	chr2	29600001	29650000	+	0	NA	intron (NM_001039087, intron 1 of 25)	intron (NM_001039087, intron 1 of 25)	5280	NM_001039087	107746	Mm.298274	NM_054050	ENSMUSG00000039844	Rapgef1	4932418O06Rik|C3G|Grf2	Rap guanine nucleotide exchange factor (GEF) 1	protein-coding
910	chr9	32550001	32600000	+	0	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-33548	NM_008026	14247	Mm.258908	NM_008026	ENSMUSG00000016087	Fli1	EWSR2|Fli-1|SIC-1|Sic1	Friend leukemia integration 1	protein-coding
893	chr11	121450001	121500000	+	0	NA	intron (NM_029878, intron 6 of 38)	intron (NM_029878, intron 6 of 38)	23009	NM_029878	108903	Mm.23686	NM_029878	ENSMUSG00000039230	Tbcd	2310057L06Rik|A030005L14Rik|mKIAA0988	tubulin-specific chaperone d	protein-coding
576	chr12	117950001	118000000	+	0	NA	exon (NM_010060, exon 60 of 82)	exon (NM_010060, exon 60 of 82)	131139	NM_146040	217946	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding
754	chrX	53000001	53050000	+	0	NA	Intergenic	ID_B1|SINE|B4	23078	NR_030498	751532		NR_030498	ENSMUSG00000076050	Mir450b	Mirn450b|mir-450b	microRNA 450b	ncRNA
1155	chr14	69300001	69350000	+	0	NA	Intergenic	ID_B1|SINE|B4	12137	NR_045091	100504477	Mm.396396	NR_045091	ENSMUSG00000097511	Gm16677	-	predicted gene, 16677	ncRNA
1197	chr3	38850001	38900000	+	0	NA	Intergenic	Intergenic	-11940	NM_183221	329628	Mm.316210	NM_183221	ENSMUSG00000046743	Fat4	6030410K14Rik|9430004M15	FAT atypical cadherin 4	protein-coding
1400	chr10	38850001	38900000	+	0	NA	Intergenic	Intergenic	-53221	NM_001177783	215919	Mm.294313	NM_001177783	ENSMUSG00000094311	Rfpl4b	100040915|Gm3037|Gm62	ret finger protein-like 4B	protein-coding
1769	chr4	102950001	103000000	+	0	NA	intron (NR_040444, intron 3 of 3)	intron (NR_040444, intron 3 of 3)	-11379	NM_001163767	67344	Mm.111346	NM_026100	ENSMUSG00000028523	Tctex1d1	1700055O19Rik	Tctex1 domain containing 1	protein-coding
1350	chr8	112050001	112100000	+	0	NA	Intergenic	Lx7|LINE|L1	63641	NM_020584	57321	Mm.213064	NM_020584	ENSMUSG00000033430	Terf2ip	Rap1	telomeric repeat binding factor 2, interacting protein	protein-coding
501	chr12	18900001	18950000	+	0	NA	Intergenic	Intergenic	410490	NM_001201330	236366	Mm.352227	NM_001033157	ENSMUSG00000073197	5730507C01Rik	-	RIKEN cDNA 5730507C01 gene	protein-coding
240	chr1	160900001	160950000	+	0	NA	intron (NM_001024952, intron 1 of 19)	Tigger7|DNA|TcMar-Tigger	18589	NM_001024952	381305	Mm.329667	NM_001024952	ENSMUSG00000040423	Rc3h1	5730557L09Rik|Gm551|N28103|mKIAA2025	RING CCCH (C3H) domains 1	protein-coding
1219	chr3	79200001	79250000	+	0	NA	intron (NR_045502, intron 1 of 2)	B2_Mm2|SINE|B2	12081	NR_045502	70924	Mm.444622	NR_045502	ENSMUSG00000104585	4921511C10Rik	-	RIKEN cDNA 4921511C10 gene	ncRNA
1081	chr13	99350001	99400000	+	0	NA	intron (NM_173757, intron 4 of 10)	intron (NM_173757, intron 4 of 10)	30214	NM_173757	218506	Mm.30208	NM_173757	ENSMUSG00000041632	Mrps27	2610028H14Rik	mitochondrial ribosomal protein S27	protein-coding
903	chr9	24100001	24150000	+	0	NA	intron (NM_175678, intron 2 of 9)	intron (NM_175678, intron 2 of 9)	26982	NM_175678	319239	Mm.130824	NM_175678	ENSMUSG00000043659	Npsr1	9330128H10Rik|GPRA|Gpr154|MVTR|PGR14|VRR1	neuropeptide S receptor 1	protein-coding
1033	chr13	41250001	41300000	+	0	NA	3' UTR (NM_001135577, exon 2 of 2)	3' UTR (NM_001135577, exon 2 of 2)	25156	NM_001135577	108934	Mm.38578	NM_001135577	ENSMUSG00000091264	Smim13	2900036K02Rik	small integral membrane protein 13	protein-coding
1138	chr14	52700001	52750000	+	0	NA	Intergenic	L1_Mur1|LINE|L1	-229305	NM_001170918	57269	Mm.88822	NM_020512	ENSMUSG00000059887	Olfr1507	MOR244-1|Mor28|Or28	olfactory receptor 1507	protein-coding
1143	chr14	57650001	57700000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	-9762	NM_020506	57258	Mm.202747	NM_020506	ENSMUSG00000021952	Xpo4	B430309A01Rik|mKIAA1721	exportin 4	protein-coding
1795	chr4	136450001	136500000	+	0	NA	intron (NM_024452, intron 1 of 4)	B1_Mm|SINE|Alu	5239	NM_024452	269593	Mm.485824	NM_024452	ENSMUSG00000001089	Luzp1	2700072H04Rik|AI266952|Luzp|mFLJ00226	leucine zipper protein 1	protein-coding
153	chr1	53650001	53700000	+	0	NA	intron (NM_001252070, intron 6 of 65)	L1Md_F2|LINE|L1	31784	NM_001252070	627872	Mm.184692	NM_001252070	ENSMUSG00000096141	Dnah7a	Dnahc7|Dnahc7a|Gm992	dynein, axonemal, heavy chain 7A	protein-coding
857	chr11	87950001	88000000	+	0	NA	Intergenic	Intergenic	11585	NM_001168472	68097	Mm.246436	NM_026556	ENSMUSG00000020483	Dynll2	1700064A15Rik|6720463E02Rik|C87222|DLC8|DLC8b|Dlc2	dynein light chain LC8-type 2	protein-coding
1381	chr10	19000001	19050000	+	0	NA	Intergenic	Intergenic	-9590	NM_009397	21929	Mm.116683	NM_009397	ENSMUSG00000019850	Tnfaip3	A20|Tnfip3	tumor necrosis factor, alpha-induced protein 3	protein-coding
1146	chr14	60750001	60800000	+	0	NA	intron (NM_183175, intron 2 of 3)	B1_Mus2|SINE|Alu	6866	NM_183175	239126	Mm.319636	NM_183175	ENSMUSG00000071347	C1qtnf9	9130217G22Rik|Adif1|CTRP9|Ciqtnf9	C1q and tumor necrosis factor related protein 9	protein-coding
1839	chr5	52150001	52200000	+	0	NA	intron (NR_104311, intron 3 of 13)	B2_Mm2|SINE|B2	15546	NM_001042620	13204	Mm.993	NM_007839	ENSMUSG00000029169	Dhx15	DBP1|DEAH9|Ddx15|HRH2|mDEAH9	DEAH (Asp-Glu-Ala-His) box polypeptide 15	protein-coding
1416	chr10	58350001	58400000	+	0	NA	intron (NM_201242, intron 1 of 9)	intron (NM_201242, intron 1 of 9)	3546	NM_201242	110829	Mm.57734	NM_026148	ENSMUSG00000019920	Lims1	2310016J22Rik|4921524A02Rik|AI507642|AU021743|AW551584|C430041B13Rik|Lims1l|PINCH|PINCH1	LIM and senescent cell antigen-like domains 1	protein-coding
689	chr2	153700001	153750000	+	0	NA	Intergenic	Intergenic	-16287	NM_007896	13589	Mm.143877	NM_007896	ENSMUSG00000027479	Mapre1	5530600P05Rik|AI462499|AI504412|AW260097|BIM1p|D2Ertd459e|Eb1	microtubule-associated protein, RP/EB family, member 1	protein-coding
956	chr9	80250001	80300000	+	0	NA	intron (NM_001039546, intron 19 of 32)	intron (NM_001039546, intron 19 of 32)	109966	NM_001039546	17920	Mm.4040	NM_008662	ENSMUSG00000033577	Myo6	BC029719|Myo6<rsv>|Tlc|rsv|sv	myosin VI	protein-coding
1833	chr5	36450001	36500000	+	0	NA	TTS (NM_024478)	TTS (NM_024478)	9285	NM_001170454	231151	Mm.421558	NM_001170454	ENSMUSG00000029196	Tada2b	AA474455|Gm145	transcriptional adaptor 2B	protein-coding
1803	chr4	144550001	144600000	+	0	NA	Intergenic	BGLII_B|LTR|ERVK	-9866	NM_001085542	627085	Mm.457899	NM_001085542	ENSMUSG00000078506	Gm13124	-	predicted gene 13124	protein-coding
1266	chr3	123150001	123200000	+	0	NA	intron (NM_080451, intron 1 of 4)	intron (NM_080451, intron 1 of 4)	61149	NM_080451	118449	Mm.34359	NM_080451	ENSMUSG00000050315	Synpo2	1110069I04Rik|2310068J10Rik|9530006G20Rik|AI848603|Myo	synaptopodin 2	protein-coding
1497	chr6	48400001	48450000	+	0	NA	Intergenic	Intergenic	20090	NM_001085415	68910	Mm.2464	NM_020589	ENSMUSG00000068551	Zfp467	1190001I08Rik|AB041616|AI426952|AV017623|EZI|MNCb-3350|Znf467	zinc finger protein 467	protein-coding
193	chr1	88450001	88500000	+	0	NA	Intergenic	Intergenic	35066	NM_008132	14659	Mm.5187	NM_008132	ENSMUSG00000062310	Glrp1	GRP-1	glutamine repeat protein 1	protein-coding
1093	chr13	111450001	111500000	+	0	NA	intron (NM_001361923, intron 2 of 11)	intron (NM_001361923, intron 2 of 11)	15127	NM_001361926	73274	Mm.57286	NM_028487	ENSMUSG00000032745	Gpbp1	1700034P14Rik|AU019836|D230035M11Rik|Gpbp|mGPBP	GC-rich promoter binding protein 1	protein-coding
631	chr2	58000001	58050000	+	0	NA	intron (NM_172855, intron 4 of 9)	intron (NM_172855, intron 4 of 9)	26845	NM_172855	241391	Mm.484118	NM_172855	ENSMUSG00000026828	Galnt5	4832424J23	polypeptide N-acetylgalactosaminyltransferase 5	protein-coding
1649	chr7	42750001	42800000	+	0	NA	intron (NM_001105059, intron 5 of 5)	RLTR1B-int|LTR|ERV1	18496	NM_001105059	546964	Mm.469898	NM_001105059	ENSMUSG00000091926	Vmn2r62	-	vomeronasal 2, receptor 62	protein-coding
1594	chr6	145000001	145050000	+	0	NA	intron (NM_001024468, intron 5 of 10)	intron (NM_001024468, intron 5 of 10)	23812	NM_001024468	12035	Mm.4606	NM_007532	ENSMUSG00000030268	Bcat1	BCATc|Eca39	branched chain aminotransferase 1, cytosolic	protein-coding
1126	chr14	40900001	40950000	+	0	NA	intron (NM_001316748, intron 2 of 8)	MER58A|DNA|hAT-Charlie	23209	NM_001316748	52588	Mm.28876	NM_145928	ENSMUSG00000037824	Tspan14	AA958793|D14Ertd226e|Tm4sf14|tspan-14	tetraspanin 14	protein-coding
528	chr12	55100001	55150000	+	0	NA	intron (NM_028527, intron 1 of 4)	intron (NM_028527, intron 1 of 4)	472	NM_028527	73385	Mm.439875	NM_028527	ENSMUSG00000095595	Fam177a	1700047I17Rik|1700047I17Rik1|C14orf24|D730001C10Rik|Fam177a1	family with sequence similarity 177, member A	protein-coding
509	chr12	22150001	22200000	+	0	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	-18354	NR_136920	100043416		NM_001004167	ENSMUSG00000093846	Gm4425	EG432637|Gm5433	KRAB-domain protein pseudogene	pseudo
254	chr1	175850001	175900000	+	0	NA	Intergenic	RLTR9B|LTR|ERVK	-5778	NM_012012	26909	Mm.283046	NM_012012	ENSMUSG00000039748	Exo1	5730442G03Rik|Msa	exonuclease 1	protein-coding
1532	chr6	83350001	83400000	+	0	NA	intron (NM_183138, intron 7 of 10)	intron (NM_183138, intron 7 of 10)	25524	NM_175277	78653	Mm.52024	NM_175277	ENSMUSG00000045160	Bola3	1810056O20Rik	bolA-like 3 (E. coli)	protein-coding
1032	chr13	38850001	38900000	+	0	NA	Intergenic	Intergenic	85537	NM_134060	108652	Mm.255506	NM_134060	ENSMUSG00000021432	Slc35b3	4921526O06Rik|AI428480|CGI-19|PABST2|PAPST2	solute carrier family 35, member B3	protein-coding
11	chr19	11350001	11400000	+	0	NA	promoter-TSS (NM_001310331)	promoter-TSS (NM_001310331)	-488	NM_001310331	666907		NM_001310331	ENSMUSG00000101389	Ms4a4a	EG666907	membrane-spanning 4-domains, subfamily A, member 4A	protein-coding
179	chr1	78700001	78750000	+	0	NA	Intergenic	Intergenic	66560	NM_001136226	195434	Mm.276016	NM_001001981	ENSMUSG00000079470	Utp14b	4932411L21Rik|jsd	UTP14B small subunit processome component	protein-coding
531	chr12	69150001	69200000	+	0	NA	exon (NM_001081406, exon 3 of 4)	exon (NM_001081406, exon 3 of 4)	6186	NM_001081406	69706	Mm.28847	NM_001081406	ENSMUSG00000034883	Lrr1	2410005L11Rik|AU021780|LRR-1|Ppil5	leucine rich repeat protein 1	protein-coding
809	chr11	20750001	20800000	+	0	NA	Intergenic	L1M5|LINE|L1	-33444	NM_001252503	216549	Mm.356580	NM_181411	ENSMUSG00000049659	Aftph	-	aftiphilin	protein-coding
276	chr18	6200001	6250000	+	0	NA	intron (NM_008448, intron 8 of 25)	intron (NM_008448, intron 8 of 25)	16524	NM_008448	16573	Mm.223744	NM_008448	ENSMUSG00000006740	Kif5b	AL022807|Khc|Khcs|Kns1|Ukhc	kinesin family member 5B	protein-coding
1401	chr10	39100001	39150000	+	0	NA	intron (NM_001359442, intron 2 of 4)	intron (NM_001359442, intron 2 of 4)	8900	NM_001359442	66337	Mm.45187	NM_183254	ENSMUSG00000051736	Fam229b	1700025K23Rik	family with sequence similarity 229, member B	protein-coding
1265	chr3	122150001	122200000	+	0	NA	intron (NM_007378, intron 48 of 49)	B1F1|SINE|Alu	-70557	NM_008129	14630	Mm.292676	NM_008129	ENSMUSG00000028124	Gclm	AI649393|Gcmc|Glclr	glutamate-cysteine ligase, modifier subunit	protein-coding
873	chr11	105300001	105350000	+	0	NA	intron (NM_008626, intron 1 of 29)	MER44A|DNA|TcMar-Tigger	32354	NM_008626	17534	Mm.235616	NM_008626	ENSMUSG00000020695	Mrc2	Endo180|mKIAA0709|uPARAP	mannose receptor, C type 2	protein-coding
1449	chr10	94600001	94650000	+	0	NA	Intergenic	(GAA)n|Simple_repeat|Simple_repeat	-38801	NR_106070	102466817		NR_106070	ENSMUSG00000098544	Mir7211	Gm27536|mmu-mir-7211	microRNA 7211	ncRNA
1897	chr5	122850001	122900000	+	0	NA	intron (NM_001003953, intron 22 of 22)	intron (NM_001003953, intron 22 of 22)	24812	NM_030564	80751	Mm.388529	NM_030564	ENSMUSG00000029474	Rnf34	AW061037|AW536122|BC004042|C88279|RIFF	ring finger protein 34	protein-coding
1366	chr10	5150001	5200000	+	0	NA	intron (NM_001079686, intron 5 of 54)	L1MA5A|LINE|L1	19707	NM_001079686	64009	Mm.331626	NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding
1139	chr14	53800001	53850000	+	0	NA	Intergenic	RLTR40|LTR|ERVK	428929	NM_001113358	13135	Mm.319038	NM_010015	ENSMUSG00000022174	Dad1	AI323713	defender against cell death 1	protein-coding
1872	chr5	97100001	97150000	+	0	NA	Intergenic	Intergenic	-13404	NM_001359913	231474	Mm.332505	NM_198422	ENSMUSG00000055725	Paqr3	6330415A20Rik|AY424292|RKTG	progestin and adipoQ receptor family member III	protein-coding
643	chr2	71550001	71600000	+	0	NA	intron (NR_039557, intron 2 of 3)	ORR1F|LTR|ERVL-MaLR	-28246	NM_010054	13392	Mm.3896	NM_010054	ENSMUSG00000023391	Dlx2	AW121999|Dlx-2|Tes-1	distal-less homeobox 2	protein-coding
1748	chr4	47400001	47450000	+	0	NA	Intergenic	Intergenic	38784	NM_001312869	21812	Mm.197552	NM_009370	ENSMUSG00000007613	Tgfbr1	ALK5|AU017191|Alk-5|ESK2|TGFR-1|TbetaR-I|TbetaRI	transforming growth factor, beta receptor I	protein-coding
1859	chr5	75500001	75550000	+	0	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	-49987	NM_001122733	16590	Mm.247073	NM_021099	ENSMUSG00000005672	Kit	Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT	KIT proto-oncogene receptor tyrosine kinase	protein-coding
1914	chr5	146150001	146200000	+	0	NA	Intergenic	IAPEz-int|LTR|ERVK	10304	NM_001008547	69282	Mm.373573	NM_001008547	ENSMUSG00000095040	1700001J03Rik	-	RIKEN cDNA 1700001J03 gene	protein-coding
1346	chr8	108550001	108600000	+	0	NA	intron (NR_077224, intron 1 of 1)	intron (NR_077224, intron 1 of 1)	9677	NR_077224	109215	Mm.65282	NR_077224	ENSMUSG00000110613	Lncbate1	3010033K07Rik|Lnc-BATE1	brown adipose tissue enriched long non-coding RNA 1	ncRNA
1757	chr4	63650001	63700000	+	0	NA	Intergenic	Intergenic	40579	NR_151544	102632940	Mm.399154	NR_151544	ENSMUSG00000086817	Gm11482	-	predicted gene 11482	ncRNA
1213	chr3	63550001	63600000	+	0	NA	Intergenic	Intergenic	-91094	NM_001369305	102637511		NM_001369305	ENSMUSG00000103476	Strit1	DWORF|Gm34302	small transmembrane regulator of ion transport 1	protein-coding
309	chr18	61550001	61600000	+	0	NA	intron (NM_001357499, intron 5 of 10)	intron (NM_001357499, intron 5 of 10)	19727	NM_001357499	93687	Mm.26908	NM_146087	ENSMUSG00000024576	Csnk1a1	2610208K14Rik|4632404G05Rik|5430427P18Rik|CK1a|Csnk1a	casein kinase 1, alpha 1	protein-coding
1225	chr3	84650001	84700000	+	0	NA	intron (NM_177260, intron 1 of 6)	intron (NM_177260, intron 1 of 6)	8808	NM_177260	320782	Mm.107370	NM_177260	ENSMUSG00000056498	Tmem154	9930117H01Rik	transmembrane protein 154	protein-coding
1016	chr13	30500001	30550000	+	0	NA	Intergenic	Intergenic	20316	NM_025710	66694	Mm.181933	NM_025710	ENSMUSG00000038462	Uqcrfs1	4430402G14Rik|AI875505	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	protein-coding
947	chr9	68950001	69000000	+	0	NA	intron (NM_013646, intron 1 of 10)	intron (NM_013646, intron 1 of 10)	209654	NR_033299	320440	Mm.483129	NM_177159		9530091C08Rik	-	RIKEN cDNA 9530091C08 gene	ncRNA
1638	chr7	31650001	31700000	+	0	NA	Intergenic	L1Md_F2|LINE|L1	30754	NM_001198871	100043836	Mm.296883	NM_001198871	ENSMUSG00000094053	Scgb2b7	Abpbg7|Gm4684	secretoglobin, family 2B, member 7	protein-coding
717	chr2	175800001	175850000	+	0	NA	Intergenic	B4A|SINE|B4	-23962	NM_001033123	13999		NM_001033123	ENSMUSG00000078889	Gm14288	-	predicted gene 14288	protein-coding
497	chr12	12400001	12450000	+	0	NA	Intergenic	MER63C|DNA|hAT-Blackjack	-32525	NR_045829	70858	Mm.410838	NR_045829	ENSMUSG00000114136	4921511I17Rik	-	RIKEN cDNA 4921511I17 gene	ncRNA
1365	chr10	4400001	4450000	+	0	NA	intron (NM_001358796, intron 4 of 13)	intron (NM_001358796, intron 4 of 13)	4166	NR_002891	433224	Mm.153111	NR_002891	ENSMUSG00000112693	Gm5512	EG433224	required for meiotic nuclear division 1 pseudogene	pseudo
1653	chr7	55800001	55850000	+	0	NA	intron (NM_001360873, intron 18 of 21)	intron (NM_001360873, intron 18 of 21)	-17071	NM_001164662	20430	Mm.37249	NM_011370	ENSMUSG00000030447	Cyfip1	E030028J09Rik|P140SRA-1|P140sra1|Shyc|Sra-1|Sra1|l(7)1Rl|l71Rl|l7Rl1|mKIAA0068|pl-1	cytoplasmic FMR1 interacting protein 1	protein-coding
243	chr1	162550001	162600000	+	0	NA	intron (NM_001356527, intron 2 of 7)	L1MB8|LINE|L1	4172	NM_001347125	53330	Mm.10699	NM_016796	ENSMUSG00000026696	Vamp4	D1Ertd147e|Vamp-4	vesicle-associated membrane protein 4	protein-coding
991	chr9	119600001	119650000	+	0	NA	intron (NM_009134, intron 21 of 27)	ORR1E|LTR|ERVL-MaLR	-45984	NM_021544	20271	Mm.103584	NM_021544	ENSMUSG00000032511	Scn5a	Nav1.5|Nav1.5c|SkM1|SkM2|mH1	sodium channel, voltage-gated, type V, alpha	protein-coding
402	chr15	97200001	97250000	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	-22107	NM_172293	239647	Mm.130036	NM_172293	ENSMUSG00000044250	Pced1b	Fam113b	PC-esterase domain containing 1B	protein-coding
118	chr1	6950001	7000000	+	0	NA	Intergenic	Intergenic	-113920	NM_183028	319263	Mm.21539	NM_183028	ENSMUSG00000051285	Pcmtd1	8430411F12Rik|A030012M09Rik	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	protein-coding
75	chr17	36300001	36350000	+	0	NA	intron (NM_001360498, intron 3 of 5)	intron (NM_001360498, intron 3 of 5)	1150	NM_013544	14985	Mm.347438	NM_013544	ENSMUSG00000024448	H2-M10.1	9.5H	histocompatibility 2, M region locus 10.1	protein-coding
391	chr15	81050001	81100000	+	0	NA	intron (NM_001082536, intron 2 of 13)	B3|SINE|B2	30047	NM_153049	223701	Mm.439814	NM_153049	ENSMUSG00000042292	Mrtfa	AMKL|Bsac|Mal|Mkl1|Mrtf-A	myocardin related transcription factor A	protein-coding
