	chr1	s1	e1	chr2	s2	e2	Interaction_score	Annotation_1	Detailed_Annotation_1	Distance_to_TSS_1	Nearest_PromoterID_1	Entrez_ID_1	Nearest_Unigene_1	Nearest_Refseq_1	Nearest_Ensembl_1	Gene_Name_1	Gene_Alias_1	Gene_Description_1	Gene_Type_1	Annotation_2	Detailed_Annotation_2	Distance_to_TSS_2	Nearest_PromoterID_2	Entrez_ID_2	Nearest_Unigene_2	Nearest_Refseq_2	Nearest_Ensembl_2	Gene_Name_2	Gene_Alias_2	Gene_Description_2	Gene_Type_2	TSS_1	TSS_2
951	chr9	73000000	73050000	chr9	73050000	73100000		intron (NM_018889, intron 6 of 11)	intron (NM_018889, intron 6 of 11)	14699	NM_018889	55981.0	Mm.139905	NM_018889	ENSMUSG00000079469	Pigb	Pig-b	phosphatidylinositol glycan anchor biosynthesis, class B	protein-coding	intron (NM_001301232, intron 1 of 5)	PB1D10|SINE|Alu	10852	NM_001301232	11891.0	Mm.34867	NM_023635	ENSMUSG00000032202	Rab27a	2210402C08Rik|2410003M20Rik|4933437C11Rik|ash	RAB27A, member RAS oncogene family	protein-coding	3.0	2.0
952	chr9	75000000	75050000	chr9	75250000	75300000		intron (NR_153342, intron 11 of 12)	intron (NR_153342, intron 11 of 12)	-12614	NM_001357879	59046.0	Mm.247837	NM_021548	ENSMUSG00000007656	Arpp19	19kDa|2700024H10Rik|ARPP-19|AW559096|Arpp12	cAMP-regulated phosphoprotein 19	protein-coding	intron (NM_001081322, intron 19 of 40)	intron (NM_001081322, intron 19 of 40)	-31288	NM_010313	14697.0	Mm.17604	NM_010313	ENSMUSG00000032192	Gnb5	GBS|Gbeta5|flr	guanine nucleotide binding protein (G protein), beta 5	protein-coding	-3.0	-6.0
953	chr9	75700000	75750000	chr9	77350000	77400000		Intergenic	L1Md_T|LINE|L1	-40944	NM_009130	20255.0	Mm.2386	NM_009130	ENSMUSG00000032181	Scg3	1B1075|AI385542|Chgd|SgIII	secretogranin III	protein-coding	intron (NR_040378, intron 3 of 3)	intron (NR_040378, intron 3 of 3)	24416	NR_040378	70487.0	Mm.58958	NR_040378	ENSMUSG00000099170	5730403I07Rik	-	RIKEN cDNA 5730403I07 gene	ncRNA	-8.0	5.0
954	chr9	77800000	77850000	chr9	78000000	78050000		Intergenic	AT_rich|Low_complexity|Low_complexity	70465	NR_151778	14629.0	Mm.89888	NM_010295	ENSMUSG00000032350	Gclc	D9Wsu168e|GLCL-H|Ggcs-hs|Glclc	glutamate-cysteine ligase, catalytic subunit	protein-coding	Intergenic	Intergenic	-26958	NM_008103	14531.0	Mm.1400	NM_008103	ENSMUSG00000023333	Gcm1	GCMa|Gcm-rs2|Gcm1-rs1|glide	glial cells missing homolog 1	protein-coding	14.0	-5.0
955	chr9	79750000	79800000	chr9	80000000	80050000		intron (NM_133718, intron 5 of 6)	intron (NM_133718, intron 5 of 6)	-15147	NM_009945	12866.0	Mm.152627	NM_009945	ENSMUSG00000032330	Cox7a2	COX7AL|Cox7a3|CoxVIIa-L	cytochrome c oxidase subunit 7A2	protein-coding	Intergenic	LTR37-int|LTR|ERV1	-12149	NM_001357352	70598.0	Mm.23049	NM_001081243	ENSMUSG00000034898	Filip1	5730485H21Rik|AI843021	filamin A interacting protein 1	protein-coding	-3.0	-2.0
956	chr9	80250000	80300000	chr9	81600000	81650000		intron (NM_001039546, intron 19 of 32)	intron (NM_001039546, intron 19 of 32)	109966	NM_001039546	17920.0	Mm.4040	NM_008662	ENSMUSG00000033577	Myo6	BC029719|Myo6<rsv>|Tlc|rsv|sv	myosin VI	protein-coding	Intergenic	Intergenic	-6930	NR_040394	319405.0	Mm.246494	NR_040393	ENSMUSG00000097466	D430036J16Rik	-	RIKEN cDNA D430036J16 gene	ncRNA	22.0	-1.0
957	chr9	83350000	83400000	chr9	83600000	83650000		Intergenic	(CA)n|Simple_repeat|Simple_repeat	-56547	NR_102437	100039186.0	Mm.212721	NR_102437	ENSMUSG00000099718	Gm2087	-	predicted gene 2087	ncRNA	Intergenic	MER58B|DNA|hAT-Charlie	-66475	NR_046066	100039222.0	Mm.405596	NR_046066	ENSMUSG00000100155	Gm2109	-	predicted gene 2109	ncRNA	-11.0	-13.0
958	chr9	83950000	84000000	chr9	85700000	85750000		intron (NM_199195, intron 3 of 10)	intron (NM_199195, intron 3 of 10)	26219	NM_199195	12040.0	Mm.12819	NM_199195	ENSMUSG00000032263	Bckdhb	BCKDE1B|BCKDH E1-beta	branched chain ketoacid dehydrogenase E1, beta polypeptide	protein-coding	intron (NM_175371, intron 9 of 27)	PB1D10|SINE|Alu	24334	NM_001081282	108837.0	Mm.22315	NM_175371	ENSMUSG00000035941	Ibtk	5430411K16Rik|AA409502|BTKI|mKIAA1417	inhibitor of Bruton agammaglobulinemia tyrosine kinase	protein-coding	5.0	5.0
959	chr9	85700000	85750000	chr9	86500000	86550000		intron (NM_175371, intron 9 of 27)	PB1D10|SINE|Alu	24334	NM_001081282	108837.0	Mm.22315	NM_175371	ENSMUSG00000035941	Ibtk	5430411K16Rik|AA409502|BTKI|mKIAA1417	inhibitor of Bruton agammaglobulinemia tyrosine kinase	protein-coding	intron (NM_177208, intron 24 of 38)	intron (NM_177208, intron 24 of 38)	46842	NM_028352	109785.0	Mm.390201	NM_028352	ENSMUSG00000056131	Pgm3	2810473H05Rik|Agm1|BB187688|C77933|PAGM|Pgm-3	phosphoglucomutase 3	protein-coding	5.0	9.0
960	chr9	85700000	85750000	chr9	87200000	87250000		intron (NM_175371, intron 9 of 27)	PB1D10|SINE|Alu	24334	NM_001081282	108837.0	Mm.22315	NM_175371	ENSMUSG00000035941	Ibtk	5430411K16Rik|AA409502|BTKI|mKIAA1417	inhibitor of Bruton agammaglobulinemia tyrosine kinase	protein-coding	intron (NM_199316, intron 13 of 26)	intron (NM_199316, intron 13 of 26)	30532	NM_199316	382090.0	Mm.335338	NM_199316	ENSMUSG00000056919	Cep162	4922501C03Rik|mKIAA1009	centrosomal protein 162	protein-coding	5.0	6.0
961	chr9	86500000	86550000	chr9	88450000	88500000		intron (NM_177208, intron 24 of 38)	intron (NM_177208, intron 24 of 38)	46842	NM_028352	109785.0	Mm.390201	NM_028352	ENSMUSG00000056131	Pgm3	2810473H05Rik|Agm1|BB187688|C77933|PAGM|Pgm-3	phosphoglucomutase 3	protein-coding	intron (NM_001284328, intron 6 of 11)	Lx8|LINE|L1	7397	NM_001311113	56403.0	Mm.260545	NM_019666	ENSMUSG00000032423	Syncrip	2610109K23Rik|4632417O19Rik|GRY-RBP|Nsap1|Nsap1l|hnRNP Q|pp68	synaptotagmin binding, cytoplasmic RNA interacting protein	protein-coding	9.0	1.0
962	chr9	87000000	87050000	chr9	87250000	87300000		intron (NM_001359962, intron 1 of 14)	intron (NM_001359962, intron 1 of 14)	2971	NM_001359962	266690.0	Mm.30166	NM_024195	ENSMUSG00000032872	Cyb5r4	2810034J18Rik|B5+B5R|C79736|Cb5cb5r|Ncb5or|b5/b5r|b5b5r	cytochrome b5 reductase 4	protein-coding	Intergenic	B1_Mus1|SINE|Alu	-19468	NM_199316	382090.0	Mm.335338	NM_199316	ENSMUSG00000056919	Cep162	4922501C03Rik|mKIAA1009	centrosomal protein 162	protein-coding	1.0	-4.0
963	chr9	87000000	87050000	chr9	88550000	88600000		intron (NM_001359962, intron 1 of 14)	intron (NM_001359962, intron 1 of 14)	2971	NM_001359962	266690.0	Mm.30166	NM_024195	ENSMUSG00000032872	Cyb5r4	2810034J18Rik|B5+B5R|C79736|Cb5cb5r|Ncb5or|b5/b5r|b5b5r	cytochrome b5 reductase 4	protein-coding	Intergenic	Intergenic	-5891	NM_001034906	547109.0	Mm.304302	NM_001034906	ENSMUSG00000090693	Trim43a	EG547109|Gm6021	tripartite motif-containing 43A	protein-coding	1.0	-1.0
964	chr9	88500000	88550000	chr9	90100000	90150000		Intergenic	MTD|LTR|ERVL-MaLR	-2103	NR_040721	72655.0	Mm.21798	NR_040721	ENSMUSG00000097195	Snhg5	2810026P18Rik|4933428I09Rik|mU50HG-b	small nucleolar RNA host gene 5	ncRNA	Intergenic	MLT1C|LTR|ERVL-MaLR	-10180	NM_024431	21761.0	Mm.426209	NM_024431	ENSMUSG00000062270	Morf4l1	MORFRG15|MRG15|TEG-189|Tex189|mKIAA4002	mortality factor 4 like 1	protein-coding	-0.0	-2.0
965	chr9	88700000	88750000	chr9	89200000	89250000		intron (NM_007536, intron 1 of 1)	intron (NM_007536, intron 1 of 1)	-5202	NM_001128601	100039707.0	Mm.347377	NM_001128601	ENSMUSG00000079427	Mthfsl	Gm2382	5, 10-methenyltetrahydrofolate synthetase-like	protein-coding	intron (NM_001359993, intron 2 of 2)	intron (NM_001359993, intron 2 of 2)	13616	NM_001359993	107885.0	Mm.486274	NM_026829	ENSMUSG00000066442	Mthfs	1110034I12Rik|2310020H23Rik|AI119695	5, 10-methenyltetrahydrofolate synthetase	protein-coding	-1.0	3.0
966	chr9	89200000	89250000	chr9	89650000	89700000		intron (NM_001359993, intron 2 of 2)	intron (NM_001359993, intron 2 of 2)	13616	NM_001359993	107885.0	Mm.486274	NM_026829	ENSMUSG00000066442	Mthfs	1110034I12Rik|2310020H23Rik|AI119695	5, 10-methenyltetrahydrofolate synthetase	protein-coding	Intergenic	Intergenic	30043	NM_025360	66111.0	Mm.27606	NM_025360	ENSMUSG00000032353	Tmed3	1200002G13Rik|AW546672|P24b	transmembrane p24 trafficking protein 3	protein-coding	3.0	6.0
967	chr9	90200000	90250000	chr9	90400000	90450000		intron (NM_194334, intron 6 of 12)	intron (NM_194334, intron 6 of 12)	45769	NM_194334	67016.0	Mm.335347	NM_194334	ENSMUSG00000037410	Tbc1d2b	1810061M12Rik|AI480956|AV021536|AV023399|AW491493|mKIAA1055	TBC1 domain family, member 2B	protein-coding	Intergenic	Lx8|LINE|L1	-154231	NM_194334	67016.0	Mm.335347	NM_194334	ENSMUSG00000037410	Tbc1d2b	1810061M12Rik|AI480956|AV021536|AV023399|AW491493|mKIAA1055	TBC1 domain family, member 2B	protein-coding	9.0	-31.0
968	chr9	94700000	94750000	chr9	95450000	95500000		intron (NM_177909, intron 4 of 15)	intron (NM_177909, intron 4 of 15)	-26829	NR_106116	102465763.0		NR_106116	ENSMUSG00000098251	Mir7656	Gm27614|mmu-mir-7656	microRNA 7656	ncRNA	intron (NM_001357974, intron 22 of 27)	intron (NM_001357974, intron 22 of 27)	36996	NM_026476	67958.0	Mm.292742	NM_026476	ENSMUSG00000032407	U2surp	2610101N10Rik|AU023006|Sr140	U2 snRNP-associated SURP domain containing	protein-coding	-5.0	7.0
969	chr9	95500000	95550000	chr9	95850000	95900000		Intergenic	Intergenic	-13004	NM_001357975	67958.0	Mm.292742	NM_026476	ENSMUSG00000032407	U2surp	2610101N10Rik|AU023006|Sr140	U2 snRNP-associated SURP domain containing	protein-coding	intron (NM_019864, intron 13 of 46)	PB1|SINE|Alu	-17118	NM_001271569	73410.0	Mm.443314	NM_028533	ENSMUSG00000096655	1700065D16Rik	-	RIKEN cDNA 1700065D16 gene	protein-coding	-3.0	-3.0
970	chr9	96300000	96350000	chr9	96450000	96500000		Intergenic	Intergenic	38715	NM_001357213	11933.0	Mm.424	NM_007502	ENSMUSG00000032412	Atp1b3	AA409958|AI664000|AW212096	ATPase, Na+/K+ transporting, beta 3 polypeptide	protein-coding	intron (NM_001311135, intron 1 of 2)	B3A|SINE|B2	3675	NM_011279	19823.0	Mm.28235	NM_011279	ENSMUSG00000051234	Rnf7	Rbx2|SAG	ring finger protein 7	protein-coding	8.0	1.0
971	chr9	99050000	99100000	chr9	99350000	99400000		intron (NM_029094, intron 8 of 23)	B1_Mur4|SINE|Alu	-39310	NM_001080776	382097.0	Mm.293727	NM_001080776	ENSMUSG00000044860	Gm1123	AV052824|CLSP	predicted gene 1123	protein-coding	Intergenic	B4A|SINE|B4	-16470	NM_177775	272636.0	Mm.490440	NM_177775	ENSMUSG00000037681	Esyt3	D930024E11|D9Ertd280e|Fam62c|mKIAA4186	extended synaptotagmin-like protein 3	protein-coding	-8.0	-3.0
972	chr9	99750000	99800000	chr9	101350000	101400000		Intergenic	Intergenic	-57733	NM_001194921	56492.0	Mm.386784	NM_019815	ENSMUSG00000032473	Cldn18	-	claudin 18	protein-coding	Intergenic	Lx8|LINE|L1	32806	NR_110509	102633035.0	Mm.411422	NR_110509	ENSMUSG00000101941	Gm28979	-	predicted gene 28979	ncRNA	-12.0	7.0
973	chr9	104250000	104300000	chr9	106150000	106200000		Intergenic	Intergenic	-12070	NM_001163026	235567.0	Mm.217256	NM_001163026	ENSMUSG00000032560	Dnajc13	D030002L11Rik|Gm1124|RME-8|Rme8|mKIAA0678	DnaJ heat shock protein family (Hsp40) member C13	protein-coding	intron (NM_029896, intron 1 of 8)	intron (NM_029896, intron 1 of 8)	-3840	NR_029526	387249.0		NR_029526	ENSMUSG00000065440	Mirlet7g	Mirnlet7g|let-7g|mmu-let-7g	microRNA let7g	ncRNA	-2.0	-1.0
974	chr9	106250000	106300000	chr9	106400000	106450000		Intergenic	MIRb|SINE|MIR	-6061	NM_027354	70235.0	Mm.23054	NM_027354	ENSMUSG00000023345	Poc1a	2510040D07Rik|Wdr51a|cha	POC1 centriolar protein A	protein-coding	Intergenic	B2_Mm2|SINE|B2	-4411	NM_001324533	19944.0	Mm.288696	NM_009082	ENSMUSG00000048758	Rpl29	Rpl43	ribosomal protein L29	protein-coding	-1.0	-1.0
975	chr9	106650000	106700000	chr9	106800000	106850000		intron (NR_104459, intron 2 of 4)	intron (NR_104459, intron 2 of 4)	10816	NM_011573	21767.0	Mm.22266	NM_011573	ENSMUSG00000040813	Tex264	TEG-264	testis expressed gene 264	protein-coding	intron (NM_001015507, intron 1 of 22)	L1_Mus1|LINE|L1	3024	NM_001015507	321006.0	Mm.440089	NM_001015507	ENSMUSG00000040325	Dcaf1	AI447437|B930007L02Rik|Vprbp|mKIAA0800	DDB1 and CUL4 associated factor 1	protein-coding	2.0	1.0
976	chr9	106900000	106950000	chr9	107250000	107300000		intron (NM_153413, intron 40 of 52)	intron (NM_153413, intron 40 of 52)	-33062	NM_029103	74840.0	Mm.29778	NM_029103	ENSMUSG00000032575	Manf	3230402M22Rik|AA407711|AA408789|AA673178|Armet|D17914|D18Mgi17	mesencephalic astrocyte-derived neurotrophic factor	protein-coding	intron (NM_178907, intron 2 of 10)	intron (NM_178907, intron 2 of 10)	14396	NM_001316691	102626.0	Mm.222612	NM_178907	ENSMUSG00000032577	Mapkapk3	3PK|AI874665|MAPKAP-K3|MAPKAP3|MK-3|MK3|MapkKapk3	mitogen-activated protein kinase-activated protein kinase 3	protein-coding	-7.0	3.0
977	chr9	107250000	107300000	chr9	107300000	107350000		intron (NM_178907, intron 2 of 10)	intron (NM_178907, intron 2 of 10)	14396	NM_001316691	102626.0	Mm.222612	NM_178907	ENSMUSG00000032577	Mapkapk3	3PK|AI874665|MAPKAP-K3|MAPKAP3|MK-3|MK3|MapkKapk3	mitogen-activated protein kinase-activated protein kinase 3	protein-coding	Intergenic	Intergenic	13350	NM_133984	69536.0	Mm.259467	NM_133984	ENSMUSG00000032579	Hemk1	2310008M14Rik|AW049265	HemK methyltransferase family member 1	protein-coding	3.0	3.0
978	chr9	107600000	107650000	chr9	107650000	107700000		intron (NM_008138, intron 1 of 8)	intron (NM_008138, intron 1 of 8)	10343	NM_008138	14678.0	Mm.196464	NM_008138	ENSMUSG00000032562	Gnai2	C76432|Galphai2|Gia|Gnai-2	guanine nucleotide binding protein (G protein), alpha inhibiting 2	protein-coding	3' UTR (NM_008140, exon 9 of 9)	3' UTR (NM_008140, exon 9 of 9)	4634	NM_008140	14685.0	Mm.284853	NM_008140	ENSMUSG00000034837	Gnat1	Gnat-1|Ird1|Ird2|Tralpha|irdc|irdr|transducin	guanine nucleotide binding protein, alpha transducing 1	protein-coding	2.0	1.0
979	chr9	107750000	107800000	chr9	108500000	108550000		intron (NM_029169, intron 19 of 20)	intron (NM_029169, intron 19 of 20)	-3998	NM_001359525	83486.0	Mm.259197	NM_148930	ENSMUSG00000032580	Rbm5	D030069N10Rik	RNA binding motif protein 5	protein-coding	intron (NM_001114119, intron 2 of 10)	B2_Mm2|SINE|B2	7913	NM_001114119	69232.0	Mm.335449	NM_175143	ENSMUSG00000006673	Qrich1	2610028H07Rik|b2b2404Clo	glutamine-rich 1	protein-coding	-1.0	2.0
980	chr9	109000000	109050000	chr9	109850000	109900000		intron (NR_153430, intron 9 of 13)	intron (NR_153430, intron 9 of 13)	-13567	NM_025858	66940.0	Mm.196533	NM_025858	ENSMUSG00000025647	Shisa5	2310008D10Rik|6430628I05Rik|Scotin|mShisa5	shisa family member 5	protein-coding	promoter-TSS (NM_007658)	promoter-TSS (NM_007658)	-579	NM_007658	12530.0	Mm.307103	NM_007658	ENSMUSG00000032477	Cdc25a	D9Ertd393e	cell division cycle 25A	protein-coding	-3.0	-0.0
981	chr9	109050000	109100000	chr9	110900000	110950000		promoter-TSS (NM_172774)	promoter-TSS (NM_172774)	-876	NM_172774	235610.0	Mm.100622	NM_172774	ENSMUSG00000025646	Atrip	6620401K05Rik	ATR interacting protein	protein-coding	Intergenic	B2_Mm2|SINE|B2	-8139	NM_001195437	235634.0	Mm.31788	NM_001195437	ENSMUSG00000096393	Fam240a	Gm590	family with sequence similarity 240 member A	protein-coding	-0.0	-2.0
982	chr9	109900000	109950000	chr9	110050000	110100000		Intergenic	Intergenic	-6774	NM_001205330	17758.0	Mm.217318	NM_008633	ENSMUSG00000032479	Map4	AA407148|MAP-4|Mtap-4|Mtap4	microtubule-associated protein 4	protein-coding	intron (NM_001205332, intron 14 of 17)	intron (NM_001205332, intron 14 of 17)	22979	NM_001311164	17758.0	Mm.217318	NM_008633	ENSMUSG00000032479	Map4	AA407148|MAP-4|Mtap-4|Mtap4	microtubule-associated protein 4	protein-coding	-1.0	5.0
983	chr9	110400000	110450000	chr9	110750000	110800000		TTS (NM_177771)	TTS (NM_177771)	5192	NM_008694	18054.0	Mm.236225	NM_008694	ENSMUSG00000032484	Ngp	bectenecin	neutrophilic granule protein	protein-coding	Intergenic	Intergenic	11322	NM_010859	17897.0	Mm.7353	NM_010859	ENSMUSG00000059741	Myl3	MLC1SB|MLC1s|MLC1v|Mylc|VLC1	myosin, light polypeptide 3	protein-coding	1.0	2.0
984	chr9	113650000	113700000	chr9	113900000	113950000		intron (NM_001164677, intron 9 of 17)	intron (NM_001164677, intron 9 of 17)	33259	NM_001164678	18571.0	Mm.29816	NM_011052	ENSMUSG00000032504	Pdcd6ip	AI480591|AW544830|Aip1|Alix|C76364|Eig2|mKIAA1375	programmed cell death 6 interacting protein	protein-coding	Intergenic	MLT1F-int|LTR|ERVL-MaLR	-5934	NM_001083319	22221.0	Mm.28052	NM_013699	ENSMUSG00000009741	Ubp1	Cp2b|LBP-1a|LBP-1b|NF2d9	upstream binding protein 1	protein-coding	7.0	-1.0
985	chr9	114750000	114800000	chr9	114900000	114950000		intron (NM_133978, intron 1 of 4)	intron (NM_133978, intron 1 of 4)	6993	NM_133978	102545.0	Mm.35600	NM_133978	ENSMUSG00000032436	Cmtm7	AI481279|Cklfsf7|LNV	CKLF-like MARVEL transmembrane domain containing 7	protein-coding	intron (NM_175380, intron 1 of 7)	intron (NM_175380, intron 1 of 7)	8987	NM_175380	333433.0	Mm.38198	NM_175380	ENSMUSG00000050627	Gpd1l	2210409H23Rik|D9Ertd660e	glycerol-3-phosphate dehydrogenase 1-like	protein-coding	1.0	2.0
986	chr9	115100000	115150000	chr9	116500000	116550000		intron (NM_148958, intron 4 of 11)	intron (NM_148958, intron 4 of 11)	146515	NM_148958	74486.0	Mm.458474	NM_148958	ENSMUSG00000040875	Osbpl10	4933433D06Rik|C820004B04Rik|OPR-10|ORP-10	oxysterol binding protein-like 10	protein-coding	Intergenic	Intergenic	335820	NR_152204	100043817.0	Mm.404276	NR_152204		Gm4668	-	predicted gene 4668	ncRNA	29.0	67.0
987	chr9	115150000	115200000	chr9	115850000	115900000		intron (NM_148958, intron 5 of 11)	intron (NM_148958, intron 5 of 11)	107070	NR_029430	111186.0	Mm.484753	NR_029430		Stmn1-rs1	Lag-rs1|Lap18-rs1	stathmin 1, related sequence 1	pseudo	Intergenic	RSINE1|SINE|B4	-34455	NM_028638	73748.0	Mm.485018	NM_028638	ENSMUSG00000056880	Gadl1	1110027M19Rik|ADC|CSADC	glutamate decarboxylase-like 1	protein-coding	21.0	-7.0
988	chr9	116100000	116150000	chr9	116350000	116400000		intron (NM_009371, intron 4 of 7)	intron (NM_009371, intron 4 of 7)	50363	NM_029575	21813.0	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding	Intergenic	Intergenic	185820	NR_152204	100043817.0	Mm.404276	NR_152204		Gm4668	-	predicted gene 4668	ncRNA	10.0	37.0
989	chr9	116400000	116450000	chr9	117900000	117950000		Intergenic	Intergenic	235820	NR_152204	100043817.0	Mm.404276	NR_152204		Gm4668	-	predicted gene 4668	ncRNA	Intergenic	Intergenic	-115522	NM_013727	27215.0	Mm.92705	NM_013727	ENSMUSG00000039285	Azi2	AA410145|AZ2	5-azacytidine induced gene 2	protein-coding	47.0	-23.0
990	chr9	118600000	118650000	chr9	118850000	118900000		intron (NM_133721, intron 1 of 27)	intron (NM_133721, intron 1 of 27)	18291	NM_133721	104099.0	Mm.335520	NM_133721	ENSMUSG00000039115	Itga9	(alpha)9|2610002H11Rik|6720458D17Rik|AI461869|D130073C02|D9Ertd428e	integrin alpha 9	protein-coding	intron (NM_001113514, intron 11 of 13)	intron (NM_001113514, intron 11 of 13)	-51536	NM_133710	69274.0	Mm.439928	NM_133710	ENSMUSG00000047409	Ctdspl	2810418J22Rik|AI426263|HYA22|SCP3	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	protein-coding	4.0	-10.0
991	chr9	119600000	119650000	chr9	119750000	119800000		intron (NM_009134, intron 21 of 27)	ORR1E|LTR|ERVL-MaLR	-45984	NM_021544	20271.0	Mm.103584	NM_021544	ENSMUSG00000032511	Scn5a	Nav1.5|Nav1.5c|SkM1|SkM2|mH1	sodium channel, voltage-gated, type V, alpha	protein-coding	intron (NM_011887, intron 19 of 26)	(TC)n|Simple_repeat|Simple_repeat	50456	NM_011887	24046.0	Mm.89981	NM_011887	ENSMUSG00000034115	Scn11a	NSS2|NaN|NaT|NaV1.9|SNS2	sodium channel, voltage-gated, type XI, alpha	protein-coding	-9.0	10.0
992	chr9	120000000	120050000	chr9	120050000	120100000		Intergenic	Intergenic	-1402	NM_011724	22437.0	Mm.10117	NM_011724	ENSMUSG00000079243	Xirp1	AI415219|Cmya1	xin actin-binding repeat containing 1	protein-coding	Intergenic	Intergenic	-6704	NM_009987	13051.0	Mm.44065	NM_009987	ENSMUSG00000052336	Cx3cr1	-	chemokine (C-X3-C motif) receptor 1	protein-coding	-0.0	-1.0
993	chr9	120550000	120600000	chr9	120900000	120950000		TTS (NM_025974)	TTS (NM_025974)	-2331	NR_073359	76100.0	Mm.48212	NR_073359	ENSMUSG00000052658	5830454E08Rik	-	RIKEN cDNA 5830454E08 gene	ncRNA	intron (NR_040753, intron 2 of 2)	intron (NR_040753, intron 2 of 2)	5802	NR_040753	78060.0	Mm.463884	NR_040753	ENSMUSG00000086365	4930593C16Rik	-	RIKEN cDNA 4930593C16 gene	ncRNA	-0.0	1.0
994	chr9	121800000	121850000	chr9	121950000	122000000		exon (NM_028384, exon 5 of 16)	exon (NM_028384, exon 5 of 16)	14461	NM_028384	100502861.0	Mm.335550	NM_028384	ENSMUSG00000079235	Ccdc13	2900041A11Rik|Gm188	coiled-coil domain containing 13	protein-coding	intron (NM_001199927, intron 2 of 4)	intron (NM_001199927, intron 2 of 4)	21026	NM_001289560	215494.0	Mm.402151	NM_153540	ENSMUSG00000066235	Pomgnt2	Ago61|C85492|Gtdc2	protein O-linked mannose beta 1,4-N-acetylglucosaminyltransferase 2	protein-coding	3.0	4.0
995	chr9	123950000	124000000	chr9	124100000	124150000		Intergenic	Intergenic	-6308	NM_009912	12768.0	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding	exon (NM_009917, exon 2 of 2)	exon (NM_009917, exon 2 of 2)	3457	NM_009917	12774.0	Mm.14302	NM_009917	ENSMUSG00000079227	Ccr5	AM4-7|CD195|Cmkbr5	chemokine (C-C motif) receptor 5	protein-coding	-1.0	1.0
996	chr13	3650000	3700000	chr13	3900000	3950000		Intergenic	Intergenic	40968	NM_001267724	142688.0	Mm.253061	NM_178283	ENSMUSG00000033781	Asb13	2210015B19Rik|6430573K02Rik|Asb-13|C85285	ankyrin repeat and SOCS box-containing 13	protein-coding	intron (NM_001033879, intron 1 of 3)	intron (NM_001033879, intron 1 of 3)	305	NM_001033879	238463.0	Mm.313659	NM_001033879	ENSMUSG00000021216	Tubal3	-	tubulin, alpha-like 3	protein-coding	8.0	0.0
997	chr13	4650000	4700000	chr13	6450000	6500000		Intergenic	L1MB3|LINE|L1	-65836	NM_018859	56043.0	Mm.251908	NM_018859	ENSMUSG00000045410	Akr1e1	1810061I10Rik|Akr1e2	aldo-keto reductase family 1, member E1	protein-coding	Intergenic	B4|SINE|B4	-73157	NM_001360106	69617.0	Mm.41933	NM_145131	ENSMUSG00000021193	Pitrm1	2310012C15Rik|AA410010|MP-1|MP1|Ntup1|PreP|mKIAA1104	pitrilysin metallepetidase 1	protein-coding	-13.0	-15.0
998	chr13	5700000	5750000	chr13	5850000	5900000		Intergenic	Intergenic	133092	NR_045891	71867.0	Mm.179181	NR_045891	ENSMUSG00000100625	1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA	Intergenic	Intergenic	13511	NM_011803	23849.0	Mm.275036	NM_011803	ENSMUSG00000000078	Klf6	AI448727|BCD1|C86813|CPBP|Copeb|FM2|FM6|Ierepo1|Ierepo3|R75280|Zf9	Kruppel-like factor 6	protein-coding	27.0	3.0
999	chr13	9150000	9200000	chr13	9800000	9850000		TTS (NM_172585)	TTS (NM_172585)	81119	NM_001311117	217980.0	Mm.234944	NM_172585	ENSMUSG00000033499	Larp4b	A630096F19|AI256361|D13Wsu64e|Larp5	La ribonucleoprotein domain family, member 4B	protein-coding	Intergenic	MTD|LTR|ERVL-MaLR	-59679	NM_001199141	66505.0	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding	16.0	-12.0
1000	chr13	9850000	9900000	chr13	10300000	10350000		Intergenic	Intergenic	-109679	NM_001199141	66505.0	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding	intron (NM_033269, intron 1 of 4)	intron (NM_033269, intron 1 of 4)	35803	NM_033269	12671.0	Mm.342315	NM_033269	ENSMUSG00000046159	Chrm3	Chrm-3|M3|M3R	cholinergic receptor, muscarinic 3, cardiac	protein-coding	-22.0	7.0
